HCPCS_Cd,RBCS_ID,RBCS_Cat,RBCS_Cat_Desc,RBCS_Cat_Subcat,RBCS_Subcat_Desc,RBCS_FamNumb,RBCS_Family_Desc,RBCS_Major_Ind,HCPCS_Cd_Add_Dt,HCPCS_Cd_End_Dt,RBCS_Assignment_Eff_Dt
J3320,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J3350,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1986,12/31/9999,01/01/2014
J3355,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2006,12/31/9999,01/01/2015
J3357,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,01/01/2011,12/31/9999,01/01/2014
J3358,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,01/01/2018,12/31/9999,01/01/2014
J3360,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J3364,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1993,12/31/9999,01/01/2014
J3365,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1992,12/31/9999,01/01/2017
J3370,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1986,12/31/9999,01/01/2014
J3380,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,01/01/2016,12/31/9999,01/01/2014
J3385,RI031N,R,Treatment,RI,"Injections and Infusions (nononcologic)",031,"Injection - Enzymes",N,01/01/2011,12/31/9999,01/01/2014
J3396,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2005,12/31/9999,01/01/2014
J3397,RI031N,R,Treatment,RI,"Injections and Infusions (nononcologic)",031,"Injection - Enzymes",N,01/01/2019,12/31/9999,01/01/2017
J3398,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2019,12/31/9999,01/01/2015
J3399,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,07/01/2020,12/31/9999,01/01/2017
J3400,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J3410,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J3411,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2004,12/31/9999,01/01/2014
J3415,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2004,12/31/9999,01/01/2014
J3420,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1986,12/31/9999,01/01/2014
J3430,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J3465,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2004,12/31/9999,01/01/2014
J3470,RI025N,R,Treatment,RI,"Injections and Infusions (nononcologic)",025,"Injection - Hyaluronan or Derivative",N,01/01/1982,12/31/9999,01/01/2014
J3471,RI025N,R,Treatment,RI,"Injections and Infusions (nononcologic)",025,"Injection - Hyaluronan or Derivative",N,01/01/2006,12/31/9999,01/01/2014
J3472,RI025N,R,Treatment,RI,"Injections and Infusions (nononcologic)",025,"Injection - Hyaluronan or Derivative",N,01/01/2006,12/31/9999,01/01/2014
J3473,RI025N,R,Treatment,RI,"Injections and Infusions (nononcologic)",025,"Injection - Hyaluronan or Derivative",N,01/01/2007,12/31/9999,01/01/2014
J3475,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1996,12/31/9999,01/01/2014
J3480,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1996,12/31/9999,01/01/2014
J3485,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2001,12/31/9999,01/01/2014
J3486,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2004,12/31/9999,01/01/2014
J3489,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2014,12/31/9999,01/01/2014
J3530,RI023N,R,Treatment,RI,"Injections and Infusions (nononcologic)",023,"Vaccine Admin - Flu, Pneum, and Hep B",N,01/01/1986,12/31/9999,01/01/2017
J7030,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J7040,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1984,12/31/9999,01/01/2014
J7042,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1984,12/31/9999,01/01/2014
J7050,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J7060,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1985,12/31/9999,01/01/2014
J7070,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J7100,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J7110,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J7120,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/1982,12/31/9999,01/01/2014
J7121,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2016,12/31/9999,01/01/2014
J7131,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2012,12/31/9999,01/01/2014
J7168,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,07/01/2021,12/31/9999,01/01/2017
J7169,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,07/01/2020,12/31/9999,01/01/2016
J7170,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,01/01/2019,12/31/9999,01/01/2015
J7175,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/2017,12/31/9999,01/01/2014
J7177,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/2019,12/31/9999,01/01/2015
J7178,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/2013,12/31/9999,01/01/2014
J7179,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/2017,12/31/9999,01/01/2014
J7180,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/2012,12/31/9999,01/01/2014
J7181,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/2015,12/31/9999,01/01/2014
J7182,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/2015,12/31/9999,01/01/2014
J7183,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/2012,12/31/9999,01/01/2014
J7185,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/2010,12/31/9999,01/01/2014
J7186,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/2009,12/31/9999,01/01/2014
J7187,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/2007,12/31/9999,01/01/2014
J7188,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/2016,12/31/9999,01/01/2014
J7189,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/2006,12/31/9999,01/01/2014
J7190,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/1986,12/31/9999,01/01/2014
J7191,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/1996,12/31/9999,01/01/2014
J7192,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/1994,12/31/9999,01/01/2014
J7193,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/2002,12/31/9999,01/01/2014
J7194,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/1986,12/31/9999,01/01/2014
J7195,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/2002,12/31/9999,01/01/2014
J7196,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/2011,12/31/9999,01/01/2014
J7197,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/1992,12/31/9999,01/01/2014
J7198,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/2000,12/31/9999,01/01/2014
J7199,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/2000,12/31/9999,01/01/2014
J7200,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/2015,12/31/9999,01/01/2014
J7201,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/2015,12/31/9999,01/01/2014
J7202,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/2017,12/31/9999,01/01/2014
J7203,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/2019,12/31/9999,01/01/2015
J7204,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,07/01/2020,12/31/9999,01/01/2016
J7205,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/2016,12/31/9999,01/01/2014
J7207,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/2017,12/31/9999,01/01/2014
J7208,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,07/01/2019,12/31/9999,01/01/2015
J7209,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/2017,12/31/9999,01/01/2014
J7210,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/2018,12/31/9999,01/01/2014
J7211,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/2018,12/31/9999,01/01/2014
J7212,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,01/01/2021,12/31/9999,01/01/2017
J7298,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2016,12/31/9999,01/01/2017
J7298,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2016,12/31/9999,01/01/2014
J7313,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2016,12/31/9999,01/01/2014
J7314,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,10/01/2019,12/31/9999,01/01/2015
J7316,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2014,12/31/9999,01/01/2014
J7318,RI025N,R,Treatment,RI,"Injections and Infusions (nononcologic)",025,"Injection - Hyaluronan or Derivative",N,01/01/2019,12/31/9999,01/01/2015
J7320,RI025N,R,Treatment,RI,"Injections and Infusions (nononcologic)",025,"Injection - Hyaluronan or Derivative",N,01/01/2017,12/31/9999,01/01/2014
J7321,RI025N,R,Treatment,RI,"Injections and Infusions (nononcologic)",025,"Injection - Hyaluronan or Derivative",N,01/01/2008,12/31/9999,01/01/2014
J7322,RI025N,R,Treatment,RI,"Injections and Infusions (nononcologic)",025,"Injection - Hyaluronan or Derivative",N,01/01/2017,12/31/9999,01/01/2014
J7323,RI025N,R,Treatment,RI,"Injections and Infusions (nononcologic)",025,"Injection - Hyaluronan or Derivative",N,01/01/2008,12/31/9999,01/01/2014
J7324,RI025N,R,Treatment,RI,"Injections and Infusions (nononcologic)",025,"Injection - Hyaluronan or Derivative",N,01/01/2008,12/31/9999,01/01/2014
J7325,RI025N,R,Treatment,RI,"Injections and Infusions (nononcologic)",025,"Injection - Hyaluronan or Derivative",N,01/01/2010,12/31/9999,01/01/2014
J7326,RI025N,R,Treatment,RI,"Injections and Infusions (nononcologic)",025,"Injection - Hyaluronan or Derivative",N,01/01/2012,12/31/9999,01/01/2014
J7327,RI025N,R,Treatment,RI,"Injections and Infusions (nononcologic)",025,"Injection - Hyaluronan or Derivative",N,01/01/2015,12/31/9999,01/01/2014
J7328,RI025N,R,Treatment,RI,"Injections and Infusions (nononcologic)",025,"Injection - Hyaluronan or Derivative",N,01/01/2016,12/31/9999,01/01/2014
J7329,RI025N,R,Treatment,RI,"Injections and Infusions (nononcologic)",025,"Injection - Hyaluronan or Derivative",N,01/01/2019,12/31/9999,01/01/2015
J7330,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2001,12/31/9999,01/01/2015
J7331,RI025N,R,Treatment,RI,"Injections and Infusions (nononcologic)",025,"Injection - Hyaluronan or Derivative",N,10/01/2019,12/31/9999,01/01/2015
J7332,RI025N,R,Treatment,RI,"Injections and Infusions (nononcologic)",025,"Injection - Hyaluronan or Derivative",N,10/01/2019,12/31/9999,01/01/2015
J7333,RI025N,R,Treatment,RI,"Injections and Infusions (nononcologic)",025,"Injection - Hyaluronan or Derivative",N,07/01/2020,03/31/2021,01/01/2016
J7342,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2017,12/31/9999,01/01/2014
J7351,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,10/01/2020,12/31/9999,01/01/2016
J9210,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,10/01/2019,12/31/9999,01/01/2016
J9246,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,07/01/2020,12/31/9999,01/01/2016
L8607,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2016,12/31/9999,01/01/2014
M0201,RI035N,R,Treatment,RI,"Injections and Infusions (nononcologic)",035,"COVID-19 Vaccine Administration",N,06/08/2021,12/31/9999,01/01/2017
M0220,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,12/08/2021,12/31/9999,01/01/2017
M0221,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,12/08/2021,12/31/9999,01/01/2017
M0222,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,02/11/2022,12/31/9999,01/01/2017
M0223,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,02/11/2022,12/31/9999,01/01/2017
M0239,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,11/09/2020,04/16/2021,01/01/2016
M0240,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,07/30/2021,12/31/9999,01/01/2017
M0241,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,07/30/2021,12/31/9999,01/01/2017
M0243,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,11/21/2020,12/31/9999,01/01/2016
M0244,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,05/06/2021,12/31/9999,01/01/2017
M0245,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,02/09/2021,12/31/9999,01/01/2017
M0246,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,05/06/2021,12/31/9999,01/01/2017
M0247,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,05/26/2021,12/31/9999,01/01/2017
M0248,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,05/26/2021,12/31/9999,01/01/2017
M0249,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,06/24/2021,12/31/9999,01/01/2017
M0250,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,06/24/2021,12/31/9999,01/01/2017
P9041,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2001,12/31/9999,01/01/2014
P9043,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2001,12/31/9999,01/01/2014
P9045,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2002,12/31/9999,01/01/2014
P9046,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2002,12/31/9999,01/01/2014
P9047,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2002,12/31/9999,01/01/2014
P9048,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2002,12/31/9999,01/01/2014
Q0081,RI015N,R,Treatment,RI,"Injections and Infusions (nononcologic)",015,"Intravenous Infusion, Hydration",N,01/01/1992,12/31/9999,01/01/2014
Q0138,RI016N,R,Treatment,RI,"Injections and Infusions (nononcologic)",016,"Erythropoiesis - Stimulating Agent",N,01/01/2010,12/31/9999,01/01/2014
Q0220,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,12/08/2021,12/31/9999,01/01/2017
Q0221,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,02/24/2022,12/31/9999,01/01/2017
Q0222,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,02/11/2022,12/31/9999,01/01/2017
Q0239,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,11/09/2020,04/16/2021,01/01/2016
Q0240,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,07/30/2021,12/31/9999,01/01/2017
Q0243,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,11/21/2020,12/31/9999,01/01/2016
Q0244,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,06/03/2021,12/31/9999,01/01/2017
Q0245,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,02/09/2021,12/31/9999,01/01/2017
Q0247,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,05/26/2021,12/31/9999,01/01/2017
Q0249,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,06/24/2021,12/31/9999,01/01/2017
Q2004,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,07/01/2000,12/31/9999,01/01/2015
Q2009,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,07/01/2000,12/31/9999,01/01/2014
Q2026,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,07/01/2010,12/31/9999,01/01/2014
Q2028,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2014,12/31/9999,01/01/2014
Q2034,RI011N,R,Treatment,RI,"Injections and Infusions (nononcologic)",011,"Vaccine - Toxoids",N,07/01/2012,12/31/9999,01/01/2014
Q2035,RI011N,R,Treatment,RI,"Injections and Infusions (nononcologic)",011,"Vaccine - Toxoids",N,01/01/2011,12/31/9999,01/01/2014
Q2036,RI011N,R,Treatment,RI,"Injections and Infusions (nononcologic)",011,"Vaccine - Toxoids",N,01/01/2011,12/31/9999,01/01/2014
Q2037,RI011N,R,Treatment,RI,"Injections and Infusions (nononcologic)",011,"Vaccine - Toxoids",N,01/01/2011,12/31/9999,01/01/2014
Q2038,RI011N,R,Treatment,RI,"Injections and Infusions (nononcologic)",011,"Vaccine - Toxoids",N,01/01/2011,12/31/9999,01/01/2014
Q2039,RI011N,R,Treatment,RI,"Injections and Infusions (nononcologic)",011,"Vaccine - Toxoids",N,01/01/2011,12/31/9999,01/01/2014
Q2055,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2022,12/31/9999,01/01/2017
Q2056,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,10/01/2022,12/31/9999,01/01/2017
Q3027,RI019N,R,Treatment,RI,"Injections and Infusions (nononcologic)",019,"Injection - Immunomodulator",N,01/01/2014,12/31/9999,01/01/2014
Q4155,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2015,12/31/9999,01/01/2014
Q5101,RI006N,R,Treatment,RI,"Injections and Infusions (nononcologic)",006,"Injection - Colony Stimulating Factors",N,07/01/2015,12/31/9999,01/01/2014
Q5102,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,07/01/2016,03/31/2018,01/01/2014
Q5103,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,04/01/2018,12/31/9999,01/01/2014
Q5104,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,04/01/2018,12/31/9999,01/01/2014
Q5106,RI016N,R,Treatment,RI,"Injections and Infusions (nononcologic)",016,"Erythropoiesis - Stimulating Agent",N,07/01/2018,12/31/9999,01/01/2014
Q5108,RI006N,R,Treatment,RI,"Injections and Infusions (nononcologic)",006,"Injection - Colony Stimulating Factors",N,10/01/2018,12/31/9999,01/01/2014
Q5109,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,01/01/2019,12/31/9999,01/01/2015
Q5110,RI006N,R,Treatment,RI,"Injections and Infusions (nononcologic)",006,"Injection - Colony Stimulating Factors",N,10/01/2018,12/31/9999,01/01/2014
Q5115,RI019N,R,Treatment,RI,"Injections and Infusions (nononcologic)",019,"Injection - Immunomodulator",N,07/01/2019,12/31/9999,01/01/2015
Q5119,RI019N,R,Treatment,RI,"Injections and Infusions (nononcologic)",019,"Injection - Immunomodulator",N,07/01/2020,12/31/9999,01/01/2016
Q5120,RI006N,R,Treatment,RI,"Injections and Infusions (nononcologic)",006,"Injection - Colony Stimulating Factors",N,07/01/2020,12/31/9999,01/01/2016
Q5121,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,07/01/2020,12/31/9999,01/01/2016
Q5122,RI016N,R,Treatment,RI,"Injections and Infusions (nononcologic)",016,"Erythropoiesis - Stimulating Agent",N,01/01/2021,12/31/9999,01/01/2017
Q5124,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,04/01/2022,12/31/9999,01/01/2017
Q5125,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,10/01/2022,12/31/9999,01/01/2017
Q9950,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,01/01/2016,12/31/9999,01/01/2014
Q9970,RI016N,R,Treatment,RI,"Injections and Infusions (nononcologic)",016,"Erythropoiesis - Stimulating Agent",N,07/01/2014,12/31/2014,01/01/2014
Q9974,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,07/01/2014,12/31/2014,01/01/2014
Q9975,RI018N,R,Treatment,RI,"Injections and Infusions (nononcologic)",018,"Injection - Clotting Factors",N,04/01/2015,12/31/2015,01/01/2015
Q9975,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,04/01/2015,12/31/2015,01/01/2014
Q9979,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,10/01/2015,12/31/2015,01/01/2014
Q9980,RI025N,R,Treatment,RI,"Injections and Infusions (nononcologic)",025,"Injection - Hyaluronan or Derivative",N,01/01/2016,12/31/2016,01/01/2014
Q9985,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,07/01/2017,12/31/2017,01/01/2014
Q9986,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,07/01/2017,12/31/2017,01/01/2014
Q9989,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,07/01/2017,12/31/2017,01/01/2014
Q9991,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,07/01/2018,12/31/9999,01/01/2014
Q9992,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,07/01/2018,12/31/9999,01/01/2014
Q9993,RI000N,R,Treatment,RI,"Injections and Infusions (nononcologic)",000,"No RBCS Family",N,07/01/2018,12/31/2018,01/01/2014
Q9995,RI004N,R,Treatment,RI,"Injections and Infusions (nononcologic)",004,"Injection - Monoclonal Antibodies",N,07/01/2018,12/31/2018,01/01/2014
